SKU_ID,sku,product_line,brand,sales,price
307,HTC Desire 830 Dual SIM LTE Gold,Smart Phones (OS Based),"HTC",1,7000
308,VOLTAS INV/AC 1.5T 183V MY 3S,Air Conditioners,"VOLTAS",6,38242
309,LG REF DC 215L GL-D221APAW 3S,Refrigerators,"LG",3,19293
310,Itek Bluetooth HD Wireless Headset,Earphones/Headphones,"ITEK",17,999
311,Apple TV 32GB,DVD/VCD/Content,"APPLE",1,13494
312,Lenovo IP 510 15 1SIH i57G 8GB4X (SLV),Mobile Computing,"LENOVO",2,57740
313,Eveready AA 10pk,Travel Accessories,"EVEREADY",4,150
314,SAMSUNG REF FF 253L RT28K3343R2 3S,Refrigerators,"SAMSUNG",8,23205
315,Sony LED 80cm KLV- 32R302E,TV LCD,"SONY",19,24792.63158
316,SAMSUNG REF FF 253L RT28M3743UT/HL 3S,Refrigerators,"SAMSUNG",1,24395
317,Casemate Barely There Samsung S8 +,Phones Mobile Accessories,"CASEMATE",7,882.2857143
318,HP Carrycase/Backpack A2G80PA/Select 75,Computer Bags,"HP",226,998.6460177
319,Philips Bluetooth Speaker BT 4200B Black,MP3 Players,"PHILIPS",2,2999
320,HP 15-ba008AU Slv 39cm,Mobile Computing,"HP",13,25875.38462
321,Croma Kettle SS 1L CRAK3051,Kitchen Appliances,"CROMA",8,1441.375
322,Gigaset Cordless Phone A100,Phones Fixed,"Gigaset",3,1599
323,E -Edu science 100x-900x MicroscopeMS903,Digital Cameras,"EDU SCIENCE",1,994
324,Apple Leather Case Iphone 7+ Black,Phones Mobile Accessories,"APPLE",1,3825
325,DELL Insp 3567 7Gi7 8GB2X +Off,Mobile Computing,"DELL",7,56994.28571
326,Sandisk SD Card Ultra 64GB,Imaging Accessories,"SANDISK",4,1800
327,Bose SoundTrue Ultra In-Ear Black Andrd,Shop in Shop,"BOSE",1,10024
328,LG W-Purifier RO +UF WAW53JW2RP,Water Purifiers,"LG",1,20392
329,Stuffcool Mighty 3D Protr IPhone 7 + Blk,Phones Mobile Accessories,"STUFFCOOL",2,1699
330,LG LED 139cm 55UJ632T UHD/4K,TV LCD,"LG",11,90860.54545
331,LG WASH/DRY 8/5KG F4J7THP2S.ALSPEIL,Washing Machines,"LG",3,58058.33333
332,Sennheiser Earphone CX 275s,Earphones/Headphones,"SENNHEISER",14,2186.071429
333,Boat Bluetooth Earphone Rockerz250,Earphones/Headphones,"BOAT",1,2199
334,LG 3D Blu Ray Home Theatre LHB625,Home Theatre,"LG",1,20990
335,LENOVO Y Gaming Armored Backpack B8270,Computer Bags,"LENOVO",1,2999
336,Altec Lansing Ephone Stereo Earbuds BLK,Earphones/Headphones,"ALTEC LANSING",1,799
337,Stuffcool Pure Soft Case Smsng S8 Clr,Phones Mobile Accessories,"STUFFCOOL",2,522.5
338,LG Stylus 3 Dual SIM LTE Titan,Smart Phones (OS Based),"LG",1,16480
339,LG G6 Dual SIM LTE Mystic White,Smart Phones (OS Based),"LG",1,38790
340,Lenovo 15 IP 310 YGIH 6Gi3 4GB+OFF SLV,Mobile Computing,"LENOVO",5,34850.4
341,Sony 16GB R- BLK Pendrive,Storage Media,"SONY",11,449
342,Beats Headphone Solo3 Wireless Black,Earphones/Headphones,"BEATS",1,20900
343,Sony Sports Earphone MDRAS210 Black,Earphones/Headphones,"SONY",4,790
344,Skullcandy Ephne Jib Hot Lime S2DUFZ-385,Earphones/Headphones,"SkullCandy",4,799
345,Croma LED FHD 101cm EL7324 V.2 New,TV LCD,"CROMA-ADONIS",7,25997.14286
346,DLINK DWR116-  4G LTE Wi-Fi Router,Networking,"DLINK",1,1549
347,Scratchgard Tempered Glass Samsung J7,Phones Mobile Accessories,"SCRATCHGARD",1,349
348,Fenda T200x 2.1 Speakers,Speakers,"FENDA",3,6890
349,Apple MacBook Air 13-inch MMGF2HN/A:Demo,Dummy Laptop / Netbook / Tabs,"APPLE",1,52692
350,PANASONIC LED 100cm TH-40ES500D,TV LCD,"PANASONIC",1,41076
351,LG W/M TL 7KG T8067NEDLK BLK,Washing Machines,"LG",13,21696.46154
352,Logitech MK345,Input Devices,"LOGITECH",5,1899
353,LENOVO 15 IP520 RAIN 7Gi5 8GB4x GRY,Mobile Computing,"LENOVO",2,59242.5
354,Philips Microphone SBCMD095,DVD/VCD/Content,"PHILIPS",1,499
355,KFC Gift Card - INR 500,Phones Mobile Providers,"KFC",2,500
356,Sony Pendrive 8GB R Model -BLK,Storage Media,"SONY",9,359
357,Apple iPhone 7 128GB Jet Black,Smart Phones (OS Based),"APPLE",7,60772.14286
358,Stuffcool Reign Hybrid Case iPhone 6s,Phones Mobile Accessories,"STUFFCOOL",1,1349
359,SAMSUNG REF DC 212L RR22M272YS8/NL 4S,Refrigerators,"SAMSUNG",9,17388.88889
360,Croma 4port Chrg Dock CA2268 MSH-TR-096,Phones Mobile Accessories,"CROMA",2,1605.5
361,Sony LED 139cm KDL-55W800D 3D,TV LCD,"SONY",2,90742
362,Philips 2.1 Spk MMS3535F,Speakers,"PHILIPS",3,3030.666667
363,Aquasure W-Purifier Maxima UV+Booster,Water Purifiers,"AQUAGUARD",2,8799
364,Stuffcool Soft Case Samsung J7 Prime Clr,Phones Mobile Accessories,"STUFFCOOL",2,481.5
365,Circle LI Powerbank 10000mAh,Phones Mobile Accessories,"CIRCLE",1,1199
366,Bose Speakers Virtual INV300 Black,Shop in Shop,"BOSE",1,30053
367,Travel Blue World Wide Adaptor Set,Travel Accessories,"TRAVEL BLUE",5,1195
368,Philips Induction CookerHD4929,Kitchen Appliances,"PHILIPS",9,3475.666667
369,Sandisk MicroSD Card Ultra 32GB,Phones Mobile Accessories,"SANDISK",15,1003.066667
370,Skywater Slim Powerbank 2300mAh,Phones Mobile Accessories,"SKYWATER",4,779
371,McCoy R/Cooler 30l Tornado,Cooling & Heating Appliances,"MCCOY",1,4245
372,Kindle E-reader Wi-fi Touch - Wht - 2016,Tablets & Detachables,"Kindle",5,4999
373,DELL Insp 5577 7Gi7 8GB4X 1TB+128SSD+Off,Mobile Computing,"DELL",4,80490
374,Philips Earphone w Mic SHE3905BK Black,Earphones/Headphones,"PHILIPS",2,899
375,Super General 7KG F/L WM SGWI7400CRM,Washing Machines,"Super General",2,24990
376,Apple Care Protection Plan iPhone,Phones Mobile Accessories,"APPLE",1,4500
377,Eveready Combo chrgr AA+AAA,Travel Accessories,"EVEREADY",4,650
378,Morphy Iron Steam Super Glide 500010,Home Appliances,"MORPHYRICH",16,1999
379,OPPO F3 Plus Gold,Smart Phones (OS Based),"OPPO",10,27570.2
380,Dell Insp 3169/M3-6Y30/4GB/500GB Win10,Mobile Computing,"DELL",3,36490
381,SAREGAMA MP3 Player Carvaan Black,MP3 Players,"SAREGAMA",8,6490
382,Honeywell 3.5mm Aux Cable 2Mtr Metallic,Phones Mobile Accessories,"HONEYWELL",4,599
383,Croma Portable PowerBank 5200mAh XT4102,Phones Mobile Accessories,"CROMA",210,744.7666667
384,SAREGAMA MUSIC CARD HINDI- Mohd. Rafi,DVD/VCD/Content,"SAREGAMA",2,600
385,BRAUN Beard Trimmer BT3020,Health & Personal Care,"BRAUN",3,2895
386,IFB W/M FL 6KG DIVA AQUA SX,Washing Machines,"IFB",1,22041
387,Croma IPad Air 1/2 case XT2203,Tablets & Detachables,"CROMA",2,1299
388,Logitech W/L Mini Mouse M187,Input Devices,"LOGITECH",5,964.2
389,SAMSUNG REF FF 476L RT49K6758S9/TL 3S,Refrigerators,"SAMSUNG",5,56462.4
390,PANASONIC S/AC 2T CS/CU-SC24SKY5 5S,Air Conditioners,"PANASONIC",1,49215
391,Morphy OTG 52L 52RCSS,Ovens & Cookers,"MORPHYRICH",8,11053
392,LG LED 200cms 79UH953T UHD/4K,TV LCD,"LG",1,568472
393,Companion5 Multimedia Spkr Sys,Shop in Shop,"BOSE",1,25110
394,SIEMENS DISHWASHER SN26L201IN,Dishwashers,"SIEMENS",3,31875
395,SONY LED 109 cm 43X7002E,TV LCD,"SONY",3,66490.33333
396,Croma 6Way Surge 6switch Univ CRP1048,PC Accessories,"CROMA",15,1054.6
397,DELL AIO 3052/PQC/2GB/500GB/Win10/49cm,Desktops,"DELL",1,28494
398,V-Guard Stabi LCD-Crystal Plus,Power,"V-GUARD",8,3500
399,Vivo Y21L Grey,Smart Phones (OS Based),"VIVO",1,3500
400,BOSCH W/M FL 7.5KG WAT24165IN WHITE,Washing Machines,"BOSCH",1,33574
401,HP 15 AY558TU PQC 4GBN 500GB+OFF,Mobile Computing,"HP",12,28165.83333
402,LG W/AC 1.5T LWA5GW3A 3S,Air Conditioners,"LG",4,25194
403,Sony Tiny Pen Drive 16GB Blk,Storage Media,"SONY",9,449
404,DELL New bag pack,Computer Bags,"DELL",131,991.3816794
405,VOLTAS W/AC 1T WAC 125DY 5S,Air Conditioners,"VOLTAS",2,22942
406,Samsung LED 59.8cm 24H4003,TV LCD,"SAMSUNG",8,14300
407,SAMSUNG W/M TL 6.2KG WA62M4200HV/TL SLV,Washing Machines,"SAMSUNG",6,18115
408,Philips Air Purifier AC1215/20,Air Purifier,"PHILIPS",1,9999
409,MS Surfce Pro4CR5-00028 128GBi5 4GB TS31,Tablets & Detachables,"MICROSOFT",5,64010.2
410,Lenovo Carrycase new,Computer Bags,"LENOVO",87,999
411,Lenovo  Tab YBK 1-X91L WIFI+4G  64GB Blk,Tablets & Detachables,"LENOVO",1,44995
412,Samsung C9 Pro Black,Smart Phones (OS Based),"SAMSUNG",17,31900
413,PHILIPS EARPHONE SHE3700 RED,Earphones/Headphones,"PHILIPS",7,429
414,"Croma LED FHD Smart 109cm 43"" EL7332",TV LCD,"CROMA-ADONIS",15,31458.6
415,Scrik Full Case iPhone 6/6s Blk,Phones Mobile Accessories,"SCRIK",1,699
416,Bajaj ELX 36 LED Emergency Light,Home Appliances,"BAJAJ",2,2049
417,Honeywell Micro LED Car Charger 3.4 Amp,Phones Mobile Accessories,"HONEYWELL",2,1376.5
418,Travel Blue Twist & Slide Wrld Adapter,Travel Accessories,"TRAVEL BLUE",4,1795
419,Sennheiser HD 180,Earphones/Headphones,"SENNHEISER",9,990
420,LG LED 124CM 49LH600T,TV LCD,"LG",3,55709
421,DELL BackPack with price,Computer Bags,"DELL",16,999
422,Milcent Flourmill Premium Vac Clean WH,Kitchen Appliances,"MILCENT",3,17790
423,SONY LED 102cm 40R352E,TV LCD,"SONY",8,44146.25
424,BOAT BT Speaker Stone 260 Blue,MP3 Players,"BOAT",8,1494.375
425,LG W/M TL 10KG T1064HFES5.ASSPEIL,Washing Machines,"LG",3,38496
426,FABER HOOD CLEO PB SS LTW 60,Cookware,"FABER",1,8990
427,E-Sony 32GB R-BLK Pendrv,Storage Media,"SONY",1,849
428,Philips Mens Shaver S5420,Health & Personal Care,"PHILIPS",5,5899
429,Defunc Earphone Go Music Black,Earphones/Headphones,"DEFUNC",2,500
430,Samsung S8+ Gold,Smart Phones (OS Based),"SAMSUNG",2,64900
431,DAIKIN S/AC 1.0T ETC35SRV 3S,Air Conditioners,"DAIKIN",1,26851
432,Nikon Digicam 16MP A10 Blk(New MRP),Digital Cameras,"NIKON",2,5290
433,WHIRLPOOL W/M TL 8KG 360 BW ULT CAR GRP,Washing Machines,"WHIRLPOOL",10,27914.5
434,Casemate Naked Tough Iphone 7+/6s+ Smoke,Phones Mobile Accessories,"CASEMATE",1,1271
435,CROMA S/AC 1T CRAC7511 3SPAC,Air Conditioners,"CROMA",10,22691
436,Fenda PC Speakers F550X,Speakers,"FENDA",6,4299
437,Sandisk microSD Card 16GB,Phones Mobile Accessories,"SANDISK",14,502.4285714
438,Philips 5.1 Speaker SPA8000B (Bluetooth),Speakers,"PHILIPS",6,8940
439,CasemateToughTranslucent iPhone 7/6s,Phones Mobile Accessories,"CASEMATE",1,995
440,Stuffcool Vogue Case Smsung A5 2017,Phones Mobile Accessories,"STUFFCOOL",1,699
441,SAMSUNG J7 Pro Gold,Smart Phones (OS Based),"SAMSUNG",66,20900
442,Samsung Stereo Headset HS130 w/Mic Black,Phones Mobile Accessories,"SAMSUNG",8,688.125
443,OlympusDigicam 16MP SZ-16 Slv,Digital Cameras,"OLYMPUS",1,7994
444,Sony Power Adaptor 2.1 Amp,Phones Mobile Accessories,"SONY",23,760.7826087
445,Seagate Personal Cloud 4TB Blk,Storage Media,"SEAGATE",1,17521
446,Skywater Lamborghini D1 case iPhone 7,Phones Mobile Accessories,"SKYWATER",1,1429
447,Tukzer Silm Bumper case iPhone 7,Phones Mobile Accessories,"AIRPLUS",5,767
448,Bissell Vac Cleaner Easy Cylinder 1500W,Home Appliances,"BISSELL",1,994
449,Strontium SD Card Nitro 64GB,Imaging Accessories,"Strontium",3,2299
450,PANASONIC 4.1 CH SPEAKER SC-HT40GW-K BLK,Speakers,"PANASONIC",5,7290
451,Hwell 3out SurgeProtector with MstrSwtch,PC Accessories,"HONEYWELL",1,799
452,LG 2.1 Soundbar LAS355 Black,MP3 Players,"LG",1,13790
453,Samsung A9 Pro Gold,Smart Phones (OS Based),"SAMSUNG",2,18950
454,Lenovo 19.5 AIO 310 1KIN Cel 4GB BLK,Desktops,"LENOVO",3,24500
455,LG W/M TL 6.5Kg T7577TEEL ABWPEIL,Washing Machines,"LG",3,22492
456,Stuffcool DualUSB 2.4A Wall Chgr w/Cable,Phones Mobile Accessories,"STUFFCOOL",6,949
457,Duracell Copper Black Alkaline AAAx4,Travel Accessories,"DURACELL",12,145
458,Philips Bluetooth Headphone SHB7250 BLK,Earphones/Headphones,"PHILIPS",2,4499
459,Panasonic Rice Ckr 1.8L SR-WA18H (SS),Ovens & Cookers,"PANASONIC",4,2578.75
460,SAMSUNG REF FF 462L RT47K6358SL/TL 3S,Refrigerators,"SAMSUNG",5,52658
461,LG W/M FL 7KG FH2G6HDNL42.ALSPEPL SLV,Washing Machines,"LG",1,35946
462,HP Omen 15-ax248TX 7Gi5 8GB2X + Off BLK,Mobile Computing,"HP",3,73666.66667
463,Logitech Bluetooth Speaker X300 Brown,MP3 Players,"LOGITECH",1,2999
464,Sony Sports Camera HDR-AS50/BC E35,Digital Cameras,"SONY",1,19490
465,SONY Earphone MDR-XB55AP White,Earphones/Headphones,"SONY",1,2490
466,Kent W-Purifier RO Excel+,Water Purifiers,"KENT",1,17500
467,CasemateTough Naked iPhone 7 / 6s,Phones Mobile Accessories,"CASEMATE",3,1209
468,Itek Rapid Dual USB Wall Charger,Phones Mobile Accessories,"ITEK",1,899
469,SIEMENS W/M FL 7KG WM12K269IN SILVER,Washing Machines,"SIEMENS",2,33537.5
470,Vivo Y66 Crown Gold,Smart Phones (OS Based),"VIVO",1,12591
471,LG LED 80cm 32LJ616D,TV LCD,"LG",23,28088.3913
472,Cleartrip Travel Gift Card - INR 3000,Phones Mobile Providers,"CLEARTRIP",1,3000
473,Tribe Lannister GOT 16GB Flash Drive,Storage Media,"TRIBE",1,999
474,Croma Powerbank 5000mAh CA0068,Phones Mobile Accessories,"CROMA",69,856.2753623
475,Enzatec SP303 Egg Speakers,MP3 Players,"ENZATEC",1,494
476,LENOVO 15 320 JJIN 6Gi3 8GB2X + OFF GRY,Mobile Computing,"LENOVO",8,40866.25
477,SAMSUNG S8 Orchid Grey,Smart Phones (OS Based),"SAMSUNG",1,57900
478,Merlin Fitness Band Actifit Lite,Lifestyle & Wearables,"MERLIN",1,1950
479,LG M/W Conv 32L MC3286BLT,Microwaves,"LG",3,18160
480,SAMSUNG LED 125cm 50MU6100 UHD/4K,TV LCD,"SAMSUNG",4,79110.75
481,Targus W575 Wireless Mouse.s,Input Devices,"TARGUS",11,699
482,BLUESTAR W/AC 1.5T 5W18GA 5S,Air Conditioners,"BLUESTAR",1,27192
483,CATZ RUGGED AUX STEREOCABLE SILVER 3M,Phones Mobile Accessories,"BRILYANT",1,599
484,Apple Magic Mouse 2,Input Devices,"APPLE",2,6600
485,Nikon Digicam 16MP B500 Black,Digital Cameras,"NIKON",5,15450
486,DELL 15 PQC 3552 4GBN +Off,Mobile Computing,"DELL",5,28747
487,Apple Macbook Pro MD101 33cm Demo,Dummy Laptop / Netbook / Tabs,"APPLE",1,30000
488,Acer SW1-011 Atom/2GB/32GB+500Gb Silver,Mobile Computing,"ACER",1,19990
489,Videocon LED 61cm VMP24HH ROI,TV LCD,"VIDEOCON",1,6950
490,Philips Bluetooth Speaker BT 64 Blue,MP3 Players,"PHILIPS",2,1699
491,Plantronics Bluetooth ML15,Phones Mobile Accessories,"PLANTRONIC",3,990
492,Croma 38cm laptop Backpack XL5179,Computer Bags,"CROMA",1,899
493,Stuffcool Soft Case Galaxy J5 Prime 2016,Phones Mobile Accessories,"STUFFCOOL",1,224
494,Itek Rapid Charge Dual USB Car Charger,Phones Mobile Accessories,"ITEK",1,799
495,Philips Hue 10W A60 E27 IN,Connected Homes & Housewares,"PHILIPS",2,3166
496,SAMSUNG W/M FL 6KG WW60M206LMA/TL WHT,Washing Machines,"SAMSUNG",12,23962
497,Honor 5X Dual SIM LTE Silver,Smart Phones (OS Based),"HONOR",1,8000
498,LENOVO K6 Power 3GB/32GB Gold,Smart Phones (OS Based),"LENOVO",5,9999
499,Braun Hair Straightener ST 310,Health & Personal Care,"BRAUN",1,3145
500,Energizer Lightening Cable 1.2M,Phones Mobile Accessories,"ENERGIZER",5,869
501,Strontium SR8GRDPOLLEX Red Flash Drive,Storage Media,"Strontium",13,329
502,Panasonic M/Wve Solo20L NN-ST266BFDG,Microwaves,"PANASONIC",4,5974.5
503,SAMSUNG REF FF 465L RT47M623ESL/TL 4S,Refrigerators,"SAMSUNG",2,53082
504,Philips Air Fryer HD9220,Ovens & Cookers,"PHILIPS",9,9990
505,Logitech Bluetooth Speaker X50 Orange,MP3 Players,"LOGITECH",2,1699
506,Strontium 3-in-1 MicroSD Card Nitro 64GB,Phones Mobile Accessories,"Strontium",14,2320.428571
507,Samsung Galaxy A7 A710F Gold (2016),Smart Phones (OS Based),"SAMSUNG",2,8000
508,Saregama Music Card Hindi Jagjit Singh,DVD/VCD/Content,"SAREGAMA",1,500
509,O'GENERAL S/AC 1.5T ASGA18FTTA 5S,Air Conditioners,"O'GENERAL",1,51921
510,Panasonic Rice Ckr 1.0L SR WA 10 (GE9),Ovens & Cookers,"PANASONIC",1,1490
511,Targus Optical Mouse AMW571 RD,Input Devices,"TARGUS",3,499
512,Targus 14inch Grid High Impact Slipcase,Computer Bags,"TARGUS",2,2599
513,Croma USB 3.0 cable XH3190,Peripherals,"CROMA",6,299
514,Boat Bluetooth Speaker Stone200 Orange,MP3 Players,"BOAT",1,1499
515,Lamborghini transparent case iPhone 7,Phones Mobile Accessories,"SKYWATER",1,1259
516,SONY Earphone MDR-EX155AP Red,Earphones/Headphones,"SONY",9,1290
517,SAMSUNG S8+ 128GB Black,Smart Phones (OS Based),"SAMSUNG",11,70900
518,HITACHI S/AC 1T RIDA 3200F RSG312EAD 3S,Air Conditioners,"HITACHI",3,28042
519,SAMSUNG REF SBS 604L RS55K5010S9/TL,Refrigerators,"SAMSUNG",2,72250
520,Stuffcool Mighty 3D Protctr IPhone 7 Blk,Phones Mobile Accessories,"STUFFCOOL",2,1699
521,HP Ink Cartrdge 678 Black New,Printers & Office Solutions,"HP",1,636
522,Lenovo 15 1KFIH 6i3 8GB 2X SLV + Off,Mobile Computing,"LENOVO",4,40490
523,HTC Desire 626 DS LTE Blue,Smart Phones (OS Based),"HTC",1,3800
524,Nokia 150 Dual SIM Black,Phones Mobile,"NOKIA",17,2053
525,SAMSUNG REF FF 321L RT34M3954R7/HL 4S,Refrigerators,"SAMSUNG",2,32852
526,Samsung Galaxy J700F Gold,Smart Phones (OS Based),"SAMSUNG",18,9899.5
527,Sennheiser Headphone HD205II,Earphones/Headphones,"SENNHEISER",1,3490
528,Dlink N300 Cloud Rter DIR605L,Networking,"DLINK",1,150
529,Samsung Bluetoth Headset Level U blk/blu,Phones Mobile Accessories,"SAMSUNG",3,2899
530,CARRIER S/AC 1.5T 18K DURACTIV PAC 3S,Air Conditioners,"CARRIER",3,31195
531,Stuffcool Dual USB Wall Chgr Summit 2.4A,Phones Mobile Accessories,"STUFFCOOL",10,827
532,Kindle E-reader Wi-fi Touch - Blk - 2016,Tablets & Detachables,"Kindle",11,4999
533,Croma Bluetooth Tab Speaker XT4114 BT008,Tablets & Detachables,"CROMA",1,1394
534,O'GENERAL INV/AC 1.5T ASGA18JCC,Air Conditioners,"O'GENERAL",1,55071
535,Tukzer Aux Cable Nylon Braided 1.5m,Phones Mobile Accessories,"AIRPLUS",1,349
536,IBALL Bluetooth Speaker Music Barrel,MP3 Players,"IBALL",8,2625
537,DELL 15 Vostro3568 7Gi5 8GB2X+OFF W/OBag,Mobile Computing,"DELL",1,46990
538,Sony Digicam 18MP WX220 Blk(New MRP),Digital Cameras,"SONY",2,13990
539,Itek Ace Fitness Band,Lifestyle & Wearables,"ITEK",1,999
540,Hitachi W/AC 1.5T SMR TM RAT518HUD 5S,Air Conditioners,"HITACHI",3,32886
541,Bajaj R/Cooler DC2015 ICON,Cooling & Heating Appliances,"BAJAJ",1,8393
542,Croma SIron 1250W CRK2049 Blue,Home Appliances,"CROMA",11,1387.818182
543,Strontium SR16GRDPOLLEX Red Flash Drive,Storage Media,"Strontium",19,399
544,Sony Xperia XA Dual SIM LTE White,Smart Phones (OS Based),"SONY",1,14615
545,Croma Griller 1500W CRAO0050,Kitchen Appliances,"CROMA",16,2790.4375
546,LG W/M SEMI 7KG P8073R3FA BURGUNDY,Washing Machines,"LG",5,12261
547,LG REF FF 255L Q282RSOY SCARLETORCHID 3S,Refrigerators,"LG",6,23175
548,Itek Rapid charge Type C to USB cable,Phones Mobile Accessories,"ITEK",16,567.125
549,SAMSUNG LED 80cm 32M5570,TV LCD,"SAMSUNG",5,33915
550,IPOD SHUFFLE 2GB WHT & SLVR MKMG2,MP3 Players,"APPLE",1,4300
551,Stuffcool Vogue Back Case Iphone 7+ Blu,Phones Mobile Accessories,"STUFFCOOL",1,999
552,Philips JMG Amaze HL7576 3Jar 600W,Kitchen Appliances,"PHILIPS",4,3899
553,SAREGAMA MP3 Player Carvaan White,MP3 Players,"SAREGAMA",7,5990
554,Nokia 130 DS Black,Phones Mobile,"NOKIA",4,1589
555,Apple iPhone 7 Plus 128GB Black,Smart Phones (OS Based),"APPLE",11,70499
556,Skullcandy Wireless Ephone Inkd Blk Gray,Earphones/Headphones,"SkullCandy",1,3999
557,Samsung Tab S3 T825 4GB 32GB SLV,Tablets & Detachables,"SAMSUNG",2,47990
558,CARRIER W/AC 1T 12K ESTRELLA 3S,Air Conditioners,"CARRIER",1,22516
559,Hitachi LED 81 cm LD32SY01A-CIW2,TV LCD,"Hitachi-TV",13,17759.38462
560,Stuffcool Puretuff Tempered Samsung A8,Phones Mobile Accessories,"STUFFCOOL",1,194
561,Sony 5.1Ch Soundbar HT-RT3,Home Theatre,"SONY",11,16308.18182
562,Lenovo Tab3 8 4G 2GB 16GB BLK,Tablets & Detachables,"LENOVO",6,11999
563,Pureit W/P Ultima RO+UV OxyTube,Water Purifiers,"PUREIT",3,22115.33333
564,WHIRLPOOL REF DC 190L 205IMPWCOOLPRM3S W,Refrigerators,"WHIRLPOOL",11,13528.27273
565,LG LED 124cm 49LH547A,TV LCD,"LG",1,43673
566,Panasonic M/W Conv 27L CT644MFDG,Microwaves,"PANASONIC",1,11592
567,Targus 16inch CityGear Business Backpack,Computer Bags,"TARGUS",1,3999
568,ACER F5-573G 7Gi5 8GB2X +Off,Mobile Computing,"ACER",9,51699
569,LOGITECH M331 SILENT PLUS BLK,Input Devices,"LOGITECH",1,999
570,WHIRLPOOL REF FF 245L DF258 ROY AR S 3S,Refrigerators,"WHIRLPOOL",12,20990
571,PHILIPS JMG 700W HL7715,Kitchen Appliances,"PHILIPS",3,5399
572,Croma HDMI Plug Gold Plated 1M CREE2055,Entertainment Accessories,"CROMA",1,399
573,Croma 6 Universal Kindle Case XT4121,Tablets & Detachables,"CROMA",1,799
574,Croma Powerbank 5200MAH CA0063 YZ007,Phones Mobile Accessories,"CROMA",1,715
575,Sony BT Speaker XB20 Green,MP3 Players,"SONY",2,5999
576,SONY LED 109 cm 43X7500E,TV LCD,"SONY",2,70490.5
577,iBall Tarang mini tower BT,Speakers,"IBALL",6,3285.333333
578,Strontium 3in1 MicroSD Card Nitro 128GB,Phones Mobile Accessories,"Strontium",1,5999
579,Sony MicroVault X USB3.0 32GB Wht,Storage Media,"SONY",3,1749
580,Skullcandy Earphone Riff Black-Mic,Earphones/Headphones,"SkullCandy",3,1399
581,Samsung M/W Con 28L MC28H5145VK/TL,Microwaves,"SAMSUNG",10,16224.3
582,Targus 15.6inch Seoul Backpack TRQ,Computer Bags,"TARGUS",2,2599
583,Croma 38cm laptop Backpack XL5178 K8878W,Computer Bags,"CROMA",1,1790
584,Croma Hand Mixer 250W CRK4084,Kitchen Appliances,"CROMA",11,1400.727273
585,Nikon Digicam B700 BK,Digital Cameras,"NIKON",3,23199
586,Stuffcool Soft Case Google Pixel Clr,Phones Mobile Accessories,"STUFFCOOL",2,522.5
587,Croma Induction Cooker CRAG0135 2200W,Kitchen Appliances,"CROMA",4,2885
588,ITEK RAPID MICRO USB CABLE GREY,Phones Mobile Accessories,"ITEK",8,495
589,Croma Bldr Cup & Rack CRK4068,Kitchen Appliances,"CROMA",9,962.3333333
590,Philips 2.1 ch Speaker MMS 8085B,Speakers,"PHILIPS",34,6990
591,HP Ink Cartr 802 small black,Printers & Office Solutions,"HP",5,543
592,Sony Digicam 20MP W830 Blk (New MRP),Digital Cameras,"SONY",1,8278
593,Croma Mini Chopper CRK4155,Kitchen Appliances,"CROMA",3,1348
594,Tizum Charge 2.0 A Adapter with USB Cbl,Phones Mobile Accessories,"AIRPLUS",2,1529
595,Croma Hair Dryer DualVoltage CRK5082,Health & Personal Care,"CROMA",16,861.9375
596,Google Chromecast 2 Black,DVD/VCD/Content,"GOOGLE",88,3000.136364
597,Siemens Built in oven HB634GBS1,Kitchen Appliances,"SIEMENS",1,83250
598,Philips Earphone SHQ4300OR Orange,Earphones/Headphones,"PHILIPS",1,750
599,HP Ink Cartridge F6V-27AA (680-Blk),Printers & Office Solutions,"HP",4,549
600,VOLTAS W/AC 1T WAC 123 Lyi,Air Conditioners,"VOLTAS",1,20392
601,Seagate HDD 2TB Backup Plus Slim 3.0 BLU,Storage Media,"SEAGATE",16,6286.5625
602,Premier Double Booster 5KVA,Air Conditioners,"PREMIER",1,3290
603,Apple EarPods with Lightning Connector,Phones Mobile Accessories,"APPLE",16,2421.875
604,CROMA S/AC 1.5T CRAC7510 5S PAC,Air Conditioners,"CROMA",5,27401.2
605,HP 15 br011TX 7Gi5 8GB2x + Off SLV,Mobile Computing,"HP",1,54990
606,LG W/M TL 8KG T9077NEDL1 SLV,Washing Machines,"LG",1,26172
607,Samsung LED 108cm 43K5300,TV LCD,"SAMSUNG",5,48875
608,Energizer Tempd Glass 4.5inch - 4.7inch,Phones Mobile Accessories,"ENERGIZER",1,199
609,BOAT BT Speaker Stone 260 Black,MP3 Players,"BOAT",7,1499
610,Dell7559 Ci7/16GB/128GBSSD+1TB/4GBW10/T,Mobile Computing,"DELL",1,90992
611,UltraProlink Toslink - Toslink Optical C,Entertainment Accessories,"Ultraprolink",1,499
612,CROMA S/AC 2T CRAC7622 3S PAC,Air Conditioners,"CROMA",5,31350
613,ACER 15 E5-575 6i3 8GBN FHD,Mobile Computing,"ACER",14,32350.14286
614,HP Premium Carrycase(Envy Series),Computer Bags,"HP",8,999
615,Croma 2.1 Bt HT ES1085 C6221KBU-MF71,Speakers,"CROMA",1,5990
616,LG REF DC 45L GL-051SSW.ESWQPST,Refrigerators,"LG",3,5660
